Women autonomy,Employment,Household wealth,Education,Region of residence,Household structure,Religion,Age,Place of residence,Marital status,Number of children living,Survey_Weight,PSU_Cluster,Survey_Strata
No,yes,poorest,no education,kwilu,Monogamous,protestant,30-34,rural,living with partner,5+,2.233082,488,3
Yes,yes,poorer,primary,equateur,Monogamous,non denominational/charismatic/apostolic,25-29,rural,living with partner,3-4,0.777505,489,5
Yes,yes,poorest,primary,equateur,Polygamous,non denominational/charismatic/apostolic,45-49,rural,married,5+,0.777505,489,5
No,yes,middle,secondary,equateur,Monogamous,catholic,35-39,rural,married,5+,0.777505,489,5
Yes,yes,poorest,secondary,equateur,Polygamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,0.777505,489,5
Yes,no,middle,secondary,equateur,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,1-2,0.777505,489,5
Yes,no,richer,primary,equateur,Monogamous,non denominational/charismatic/apostolic,35-39,rural,living with partner,5+,0.777505,489,5
Yes,yes,poorest,primary,equateur,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,3-4,0.777505,489,5
Yes,no,poorest,primary,equateur,Monogamous,catholic,30-34,rural,married,5+,0.777505,489,5
Yes,no,richer,secondary,equateur,Monogamous,non denominational/charismatic/apostolic,30-34,rural,married,5+,0.777505,489,5
No,no,middle,no education,equateur,Monogamous,non denominational/charismatic/apostolic,35-39,rural,living with partner,1-2,0.777505,489,5
Yes,no,poorer,no education,equateur,Monogamous,non denominational/charismatic/apostolic,40-44,rural,living with partner,5+,0.777505,489,5
Yes,no,poorer,secondary,equateur,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,0.777505,489,5
No,yes,poorer,secondary,equateur,Monogamous,non denominational/charismatic/apostolic,15-19,rural,married,1-2,0.777505,489,5
Yes,no,poorer,secondary,equateur,Monogamous,catholic,35-39,rural,married,5+,0.777505,489,5
Yes,yes,poorer,primary,equateur,Monogamous,non denominational/charismatic/apostolic,35-39,rural,living with partner,3-4,0.777505,489,5
Yes,no,poorest,primary,equateur,Monogamous,non denominational/charismatic/apostolic,25-29,rural,living with partner,3-4,0.777505,489,5
Yes,yes,poorer,no education,equateur,Monogamous,no religion,45-49,rural,living with partner,5+,0.777505,489,5
Yes,no,poorer,no education,equateur,Polygamous,no religion,25-29,rural,living with partner,3-4,0.777505,489,5
No,yes,poorer,primary,equateur,Polygamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,1-2,0.777505,489,5
Yes,no,middle,primary,equateur,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,0,0.777505,489,5
Yes,yes,poorer,secondary,equateur,Monogamous,non denominational/charismatic/apostolic,30-34,rural,married,3-4,0.777505,489,5
Yes,no,poorest,primary,equateur,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,1-2,0.777505,489,5
Yes,yes,richer,secondary,equateur,Polygamous,catholic,20-24,rural,married,1-2,0.777505,489,5
No,yes,poorer,no education,equateur,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,5+,0.777505,489,5
No,yes,middle,primary,equateur,Monogamous,non denominational/charismatic/apostolic,35-39,rural,living with partner,1-2,0.777505,489,5
No,no,poorer,primary,haut-katanga,Monogamous,protestant,35-39,rural,married,5+,0.203049,490,17
Yes,no,middle,no education,haut-katanga,Monogamous,protestant,40-44,rural,married,0,0.203049,490,17
No,no,poorer,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,0.203049,490,17
No,yes,poorer,no education,haut-katanga,Monogamous,protestant,45-49,rural,married,3-4,0.203049,490,17
No,no,poorer,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,0.203049,490,17
No,no,poorer,no education,haut-katanga,Polygamous,no religion,40-44,rural,living with partner,5+,0.203049,490,17
No,yes,poorer,secondary,haut-katanga,Polygamous,no religion,40-44,rural,living with partner,5+,0.203049,490,17
Yes,yes,middle,primary,haut-katanga,Monogamous,protestant,45-49,rural,living with partner,5+,0.203049,490,17
No,yes,poorer,no education,haut-katanga,Monogamous,protestant,20-24,rural,living with partner,1-2,0.203049,490,17
No,no,middle,no education,haut-katanga,Monogamous,protestant,15-19,rural,married,0,0.203049,490,17
No,yes,poorer,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,25-29,rural,married,3-4,0.203049,490,17
No,no,middle,no education,haut-katanga,Monogamous,protestant,20-24,rural,living with partner,1-2,0.203049,490,17
Yes,yes,richer,no education,haut-katanga,Polygamous,protestant,40-44,rural,married,5+,0.203049,490,17
No,yes,poorer,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,40-44,rural,married,5+,0.203049,490,17
Yes,yes,poorer,no education,haut-katanga,Monogamous,protestant,45-49,rural,married,5+,0.203049,490,17
Yes,yes,poorest,no education,haut-katanga,Monogamous,protestant,45-49,rural,married,5+,0.203049,490,17
No,no,middle,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,3-4,0.203049,490,17
Yes,yes,poorest,no education,haut-katanga,Monogamous,protestant,40-44,rural,married,3-4,0.203049,490,17
No,yes,poorest,no education,haut-katanga,Polygamous,non denominational/charismatic/apostolic,15-19,rural,married,0,0.203049,490,17
Yes,yes,poorest,primary,haut-katanga,Monogamous,catholic,40-44,rural,living with partner,5+,0.203049,490,17
No,yes,middle,no education,haut-katanga,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,3-4,0.203049,490,17
No,no,middle,primary,haut-katanga,Don't know,protestant,15-19,rural,married,0,0.203049,490,17
Yes,yes,poorer,no education,haut-katanga,Monogamous,protestant,40-44,rural,married,5+,0.203049,490,17
No,yes,middle,primary,sud-kivu,Monogamous,protestant,25-29,rural,married,0,0.500345,491,15
No,yes,poorer,no education,sud-kivu,Monogamous,protestant,15-19,rural,living with partner,0,0.500345,491,15
Yes,yes,poorer,secondary,sud-kivu,Monogamous,protestant,20-24,rural,married,0,0.500345,491,15
Yes,yes,poorer,secondary,sud-kivu,Monogamous,protestant,30-34,rural,living with partner,3-4,0.500345,491,15
Yes,yes,middle,no education,sud-kivu,Monogamous,protestant,35-39,rural,living with partner,5+,0.500345,491,15
No,yes,middle,primary,sud-kivu,Monogamous,protestant,25-29,rural,living with partner,3-4,0.500345,491,15
No,yes,middle,secondary,sud-kivu,Polygamous,protestant,20-24,rural,living with partner,3-4,0.500345,491,15
No,yes,poorer,primary,sud-kivu,Polygamous,protestant,20-24,rural,living with partner,3-4,0.500345,491,15
Yes,yes,middle,secondary,sud-kivu,Monogamous,protestant,20-24,rural,living with partner,1-2,0.500345,491,15
Yes,yes,middle,secondary,sud-kivu,Polygamous,catholic,20-24,rural,living with partner,1-2,0.500345,491,15
No,yes,middle,no education,sud-kivu,Monogamous,protestant,45-49,rural,married,3-4,0.500345,491,15
Yes,yes,poorest,primary,sud-kivu,Polygamous,protestant,20-24,rural,living with partner,1-2,0.500345,491,15
No,yes,poorer,secondary,sud-kivu,Monogamous,protestant,25-29,rural,living with partner,5+,0.500345,491,15
Yes,yes,poorest,no education,sud-kivu,Monogamous,protestant,30-34,rural,married,5+,0.500345,491,15
No,yes,poorer,secondary,sud-kivu,Polygamous,protestant,20-24,rural,living with partner,1-2,0.500345,491,15
Yes,yes,poorer,primary,sud-kivu,Polygamous,protestant,25-29,rural,living with partner,1-2,0.500345,491,15
No,yes,middle,secondary,sud-kivu,Polygamous,protestant,20-24,rural,living with partner,1-2,0.500345,491,15
Yes,yes,richer,no education,sud-kivu,Monogamous,protestant,40-44,rural,living with partner,5+,0.500345,491,15
No,yes,richer,primary,sud-kivu,Polygamous,protestant,25-29,rural,living with partner,3-4,0.500345,491,15
Yes,yes,middle,primary,sud-kivu,Monogamous,protestant,25-29,rural,living with partner,1-2,0.500345,491,15
Yes,yes,poorer,no education,sud-kivu,Polygamous,protestant,25-29,rural,living with partner,5+,0.500345,491,15
Yes,yes,poorer,secondary,sud-kivu,Monogamous,protestant,20-24,rural,living with partner,1-2,0.500345,491,15
Yes,yes,poorer,secondary,tshuapa,Monogamous,protestant,25-29,rural,living with partner,1-2,0.282158,492,9
Yes,no,poorer,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,1-2,0.282158,492,9
No,yes,middle,no education,tshuapa,Polygamous,non denominational/charismatic/apostolic,25-29,rural,living with partner,0,0.282158,492,9
No,yes,poorer,primary,tshuapa,Polygamous,non denominational/charismatic/apostolic,30-34,rural,living with partner,5+,0.282158,492,9
Yes,yes,richer,primary,tshuapa,Monogamous,protestant,40-44,rural,living with partner,5+,0.282158,492,9
No,no,richer,secondary,tshuapa,Monogamous,protestant,20-24,rural,living with partner,1-2,0.282158,492,9
Yes,no,poorer,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,20-24,rural,living with partner,3-4,0.282158,492,9
No,no,poorer,primary,tshuapa,Monogamous,protestant,15-19,rural,living with partner,1-2,0.282158,492,9
No,yes,poorest,secondary,tshuapa,Monogamous,protestant,25-29,rural,married,3-4,0.282158,492,9
Yes,yes,poorest,primary,tshuapa,Polygamous,non denominational/charismatic/apostolic,40-44,rural,living with partner,5+,0.282158,492,9
No,yes,richer,secondary,tshuapa,Polygamous,non denominational/charismatic/apostolic,45-49,rural,living with partner,5+,0.282158,492,9
No,no,poorer,secondary,tshuapa,Polygamous,protestant,25-29,rural,living with partner,3-4,0.282158,492,9
Yes,yes,middle,secondary,tshuapa,Polygamous,protestant,30-34,rural,living with partner,3-4,0.282158,492,9
No,yes,poorer,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,0.282158,492,9
No,yes,poorest,primary,tshuapa,Monogamous,non denominational/charismatic/apostolic,15-19,rural,living with partner,0,0.282158,492,9
No,no,poorer,secondary,tshuapa,Monogamous,catholic,35-39,rural,married,5+,0.282158,492,9
Yes,yes,poorest,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,40-44,rural,living with partner,5+,0.282158,492,9
Yes,yes,middle,primary,tshuapa,Monogamous,protestant,30-34,rural,living with partner,3-4,0.282158,492,9
No,no,poorest,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,30-34,rural,living with partner,3-4,0.282158,492,9
Yes,yes,middle,primary,tshuapa,Monogamous,non denominational/charismatic/apostolic,40-44,rural,living with partner,5+,0.282158,492,9
Yes,yes,poorest,secondary,tshuapa,Monogamous,protestant,20-24,rural,living with partner,1-2,0.282158,492,9
Yes,yes,middle,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,25-29,rural,living with partner,1-2,0.282158,492,9
No,no,poorer,no education,nord ubangi,Monogamous,catholic,40-44,rural,married,5+,0.176273,493,6
No,no,poorest,primary,nord ubangi,Don't know,catholic,20-24,rural,married,1-2,0.176273,493,6
No,no,poorest,no education,nord ubangi,Monogamous,catholic,40-44,rural,married,5+,0.176273,493,6
Yes,no,poorer,no education,nord ubangi,Polygamous,catholic,35-39,rural,living with partner,1-2,0.176273,493,6
No,yes,poorest,primary,nord ubangi,Polygamous,catholic,40-44,rural,married,5+,0.176273,493,6
No,yes,poorest,primary,nord ubangi,Monogamous,catholic,40-44,rural,married,5+,0.176273,493,6
No,no,poorest,primary,nord ubangi,Monogamous,protestant,30-34,rural,married,3-4,0.176273,493,6
Yes,no,poorest,no education,nord ubangi,Monogamous,catholic,30-34,rural,married,3-4,0.176273,493,6
No,no,poorest,primary,nord ubangi,Don't know,catholic,20-24,rural,married,1-2,0.176273,493,6
No,yes,poorer,primary,nord ubangi,Don't know,catholic,25-29,rural,married,3-4,0.176273,493,6
No,no,poorest,primary,nord ubangi,Monogamous,catholic,35-39,rural,married,5+,0.176273,493,6
No,no,middle,primary,nord ubangi,Monogamous,catholic,30-34,rural,married,5+,0.176273,493,6
No,no,poorest,secondary,nord ubangi,Monogamous,catholic,20-24,rural,living with partner,3-4,0.176273,493,6
No,yes,poorest,no education,nord ubangi,Polygamous,non denominational/charismatic/apostolic,40-44,rural,married,3-4,0.176273,493,6
No,no,poorest,no education,nord ubangi,Polygamous,non denominational/charismatic/apostolic,35-39,rural,married,5+,0.176273,493,6
No,no,poorest,secondary,nord ubangi,Monogamous,non denominational/charismatic/apostolic,20-24,rural,married,1-2,0.176273,493,6
No,no,poorest,primary,nord ubangi,Monogamous,catholic,25-29,rural,married,5+,0.176273,493,6
Yes,no,poorest,no education,nord ubangi,Monogamous,catholic,45-49,rural,married,5+,0.176273,493,6
No,no,poorest,primary,nord ubangi,Monogamous,catholic,30-34,rural,living with partner,3-4,0.176273,493,6
No,yes,poorer,no education,nord ubangi,Monogamous,catholic,30-34,rural,married,3-4,0.176273,493,6
No,no,poorer,primary,nord ubangi,Monogamous,catholic,35-39,rural,married,5+,0.176273,493,6
No,no,poorer,primary,nord ubangi,Monogamous,catholic,45-49,rural,married,5+,0.176273,493,6
No,yes,poorest,no education,nord ubangi,Monogamous,catholic,30-34,rural,married,5+,0.176273,493,6
No,no,poorest,no education,nord ubangi,Monogamous,protestant,45-49,rural,living with partner,5+,0.176273,493,6
No,no,poorer,primary,nord ubangi,Don't know,catholic,30-34,rural,married,3-4,0.176273,493,6
Yes,no,middle,no education,nord ubangi,Polygamous,catholic,30-34,rural,married,5+,0.176273,493,6
No,no,middle,primary,nord ubangi,Polygamous,catholic,30-34,rural,married,1-2,0.176273,493,6
No,yes,poorest,no education,nord ubangi,Polygamous,catholic,45-49,rural,married,5+,0.176273,493,6
No,yes,poorest,primary,kasaï oriental,Monogamous,salvation army,35-39,urban,married,5+,0.33847,494,49
Yes,no,middle,primary,kasaï oriental,Monogamous,non denominational/charismatic/apostolic,35-39,urban,married,5+,0.33847,494,49
No,no,middle,secondary,kasaï oriental,Polygamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,0,0.33847,494,49
No,no,poorest,secondary,kasaï oriental,Monogamous,non denominational/charismatic/apostolic,20-24,urban,married,1-2,0.33847,494,49
Yes,yes,middle,secondary,kasaï oriental,Polygamous,catholic,40-44,urban,married,5+,0.33847,494,49
Yes,yes,middle,primary,kasaï oriental,Polygamous,catholic,40-44,urban,married,5+,0.33847,494,49
Yes,no,middle,secondary,kasaï oriental,Monogamous,catholic,20-24,urban,married,1-2,0.33847,494,49
Yes,yes,poorest,primary,kasaï oriental,Polygamous,non denominational/charismatic/apostolic,35-39,urban,married,5+,0.33847,494,49
Yes,yes,poorer,primary,kasaï oriental,Polygamous,protestant,30-34,urban,living with partner,5+,0.33847,494,49
No,no,poorest,primary,kasaï oriental,Monogamous,catholic,25-29,urban,married,5+,0.33847,494,49
No,yes,middle,secondary,kasaï oriental,Monogamous,non denominational/charismatic/apostolic,25-29,urban,married,3-4,0.33847,494,49
No,yes,middle,primary,kasaï oriental,Monogamous,non denominational/charismatic/apostolic,40-44,urban,married,3-4,0.33847,494,49
Yes,yes,poorest,secondary,kasaï oriental,Polygamous,non denominational/charismatic/apostolic,45-49,urban,married,5+,0.33847,494,49
No,no,middle,no education,kasaï oriental,Polygamous,non denominational/charismatic/apostolic,30-34,urban,married,5+,0.33847,494,49
No,no,poorest,secondary,kasaï oriental,Monogamous,non denominational/charismatic/apostolic,15-19,urban,married,0,0.33847,494,49
No,no,middle,secondary,kasaï oriental,Monogamous,non denominational/charismatic/apostolic,20-24,urban,married,0,0.33847,494,49
No,yes,middle,no education,kasaï oriental,Monogamous,non denominational/charismatic/apostolic,35-39,urban,married,5+,0.33847,494,49
Yes,yes,poorest,secondary,kasaï oriental,Monogamous,catholic,30-34,urban,married,5+,0.33847,494,49
Yes,no,richest,secondary,tshuapa,Polygamous,catholic,35-39,urban,living with partner,1-2,0.203949,495,35
Yes,no,richer,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,1-2,0.203949,495,35
Yes,no,richer,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,1-2,0.203949,495,35
Yes,yes,richer,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,20-24,urban,living with partner,1-2,0.203949,495,35
Yes,yes,richest,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,20-24,urban,married,1-2,0.203949,495,35
Yes,no,richer,secondary,tshuapa,Monogamous,catholic,20-24,urban,living with partner,3-4,0.203949,495,35
Yes,yes,middle,secondary,tshuapa,Monogamous,non denominational/charismatic/apostolic,15-19,urban,living with partner,0,0.203949,495,35
Yes,no,richer,secondary,tshuapa,Polygamous,non denominational/charismatic/apostolic,35-39,urban,living with partner,1-2,0.203949,495,35
Yes,yes,richer,secondary,tshuapa,Monogamous,muslim,40-44,urban,married,5+,0.203949,495,35
No,no,richer,secondary,tshuapa,Monogamous,muslim,15-19,urban,living with partner,1-2,0.203949,495,35
